FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SHAPE_Length,SHAPE_Area
204,42,003,515401,2,420035154012,Block Group 2,G5030,S,134384,0,+40.4226469,-079.8969516,0.0201065285195929,1.42604585000786e-05
205,42,003,522000,1,420035220001,Block Group 1,G5030,S,262833,0,+40.4040166,-079.7728366,0.0282619847466194,2.78829785000714e-05
206,42,003,522000,2,420035220002,Block Group 2,G5030,S,312485,0,+40.4030234,-079.7783781,0.0376926286887487,3.3149928999923e-05
207,42,003,981100,1,420039811001,Block Group 1,G5030,S,875989,0,+40.4420377,-079.9063256,0.0465864930913242,9.29826654999212e-05
208,42,003,470501,2,420034705012,Block Group 2,G5030,S,572216,0,+40.3953254,-080.0613284,0.0369922895482485,6.06968549998963e-05
209,42,003,445500,1,420034455001,Block Group 1,G5030,S,923574,0,+40.5382348,-080.1749435,0.0801717305187549,9.81768410001368e-05
210,42,003,560500,1,420035605001,Block Group 1,G5030,S,191855,0,+40.4394349,-079.8916687,0.0212582667321572,2.03640285000353e-05
211,42,003,560600,2,420035606002,Block Group 2,G5030,S,191121,0,+40.4388865,-079.8841174,0.0211866687338969,2.02858270000367e-05
212,42,003,561000,1,420035610001,Block Group 1,G5030,S,181810,0,+40.4391242,-079.8775926,0.0202338529214224,1.92975500000118e-05
213,42,003,561000,2,420035610002,Block Group 2,G5030,S,386448,0,+40.4352590,-079.8747764,0.0408923461294438,4.10159845000803e-05
214,42,003,561100,1,420035611001,Block Group 1,G5030,S,414535,0,+40.4466366,-079.8758453,0.0371141254434688,4.40043279999801e-05
215,42,003,561200,1,420035612001,Block Group 1,G5030,S,201875,0,+40.4474524,-079.8814167,0.0200223689386904,2.14300259999698e-05
216,42,003,561200,2,420035612002,Block Group 2,G5030,S,195546,0,+40.4448586,-079.8834518,0.0204658347274103,2.07571885000019e-05
217,42,003,561400,1,420035614001,Block Group 1,G5030,S,333306,0,+40.4502204,-079.8560820,0.0315975398815082,3.53834410000208e-05
218,42,003,445500,2,420034455002,Block Group 2,G5030,S,1084545,197585,+40.5414508,-080.1865408,0.071822204101631,0.000136291869999926
219,42,003,445500,3,420034455003,Block Group 3,G5030,S,580265,158313,+40.5354108,-080.1809537,0.0377327912167014,7.85044855000549e-05
220,42,003,446000,1,420034460001,Block Group 1,G5030,S,2752927,0,+40.5567714,-080.1884804,0.0801301020396198,0.000292704817999749
221,42,003,446000,2,420034460002,Block Group 2,G5030,S,1122552,465048,+40.5515477,-080.1999015,0.0604559223416601,0.000168786963000233
222,42,003,447000,1,420034470001,Block Group 1,G5030,S,3888768,0,+40.5740152,-080.2037768,0.0937485866632346,0.000413578193499947
223,42,003,561400,2,420035614002,Block Group 2,G5030,S,611776,0,+40.4511593,-079.8597908,0.0615579476344285,6.49492680000205e-05
224,42,003,561400,3,420035614003,Block Group 3,G5030,S,454917,0,+40.4502975,-079.8653174,0.0476817958522931,4.82934659998482e-05
225,42,003,561500,1,420035615001,Block Group 1,G5030,S,571933,0,+40.4409771,-079.8655907,0.0515575571774603,6.07075385002052e-05
226,42,003,561500,2,420035615002,Block Group 2,G5030,S,357937,0,+40.4365702,-079.8679283,0.0360446834639556,3.79908264999415e-05
227,42,003,561500,3,420035615003,Block Group 3,G5030,S,349409,0,+40.4430645,-079.8735407,0.0266291255880678,3.70891495000277e-05
228,42,003,191600,4,420031916004,Block Group 4,G5030,S,169149,0,+40.4137886,-080.0244240,0.0185669900586941,1.79470215000305e-05
229,42,003,429201,2,420034292012,Block Group 2,G5030,S,2838218,0,+40.5416698,-080.0063858,0.0925473532754055,0.000301706395000054
230,42,003,459102,1,420034591021,Block Group 1,G5030,S,2454959,0,+40.4735965,-080.1278314,0.0795790748773957,0.000260704680999816
231,42,003,459202,1,420034592021,Block Group 1,G5030,S,195585,0,+40.4282449,-080.1010931,0.018173884535642,2.07564520000249e-05
232,42,003,464300,3,420034643003,Block Group 3,G5030,S,188156,0,+40.4450516,-080.0646471,0.0256513307933114,1.99730129999757e-05
233,42,003,488100,1,420034881001,Block Group 1,G5030,S,1076579,0,+40.3876442,-079.8898463,0.0667848209005217,0.00011418373100005
234,42,003,490004,3,420034900043,Block Group 3,G5030,S,2516487,0,+40.2787965,-079.9872274,0.0873114028059,0.000266480615499871
235,42,003,491101,2,420034911012,Block Group 2,G5030,S,10947590,0,+40.2943164,-079.9455578,0.170516780535015,0.00115953990299972
236,42,003,491200,1,420034912001,Block Group 1,G5030,S,10338002,0,+40.3101187,-079.9167977,0.181007369735602,0.00109522556000022
237,42,003,496102,2,420034961022,Block Group 2,G5030,S,7234443,0,+40.2615051,-079.8413817,0.180891575912859,0.000765887140000196
238,42,003,514000,1,420035140001,Block Group 1,G5030,S,243704,0,+40.4109022,-079.8747757,0.0214268687686479,2.58565274999254e-05
239,42,003,521402,3,420035214023,Block Group 3,G5030,S,1545355,0,+40.4111803,-079.7393981,0.0756586916846907,0.000163959331499885
240,42,003,523300,4,420035233004,Block Group 4,G5030,S,1140440,0,+40.4688043,-079.8409928,0.0858359875500806,0.000121100731999842
241,42,003,526301,2,420035263012,Block Group 2,G5030,S,2976763,0,+40.4729336,-079.7233030,0.0931848614750673,0.000316115025999762
242,42,003,563800,2,420035638002,Block Group 2,G5030,S,4588602,0,+40.5329073,-080.1435663,0.144885746262631,0.000487712334000058
243,42,003,562300,2,420035623002,Block Group 2,G5030,S,1199363,276270,+40.4050473,-079.9308354,0.0632815118892336,0.000156548924000096
244,42,003,563200,1,420035632001,Block Group 1,G5030,S,316636,138471,+40.4496573,-079.9981110,0.0338836524632883,4.83126684999505e-05
245,42,003,982200,1,420039822001,Block Group 1,G5030,S,505672,0,+40.4444879,-079.9547652,0.0515199421375365,5.3677385000031e-05
246,42,003,563000,1,420035630001,Block Group 1,G5030,S,2521082,0,+40.4507783,-080.0847805,0.0865968199815509,0.000267637258999856
247,42,003,521302,2,420035213022,Block Group 2,G5030,S,376741,0,+40.4347316,-079.7777908,0.0301746537320832,3.99853255000418e-05
248,42,003,562000,1,420035620001,Block Group 1,G5030,S,84568,0,+40.4509240,-079.9510070,0.0125940207661389,8.97775300002039e-06
249,42,003,477200,3,420034772003,Block Group 3,G5030,S,663587,0,+40.3548468,-079.9928269,0.0482679458036769,7.03473430000247e-05
250,42,003,484300,3,420034843003,Block Group 3,G5030,S,311373,0,+40.4064734,-079.9024035,0.0263161329276023,3.30336500000285e-05
251,42,003,470600,2,420034706002,Block Group 2,G5030,S,259684,0,+40.3982871,-080.0883797,0.0370550219021928,2.75468484999379e-05
252,42,003,471000,1,420034710001,Block Group 1,G5030,S,733880,0,+40.3914673,-080.0922067,0.0360640332029082,7.78410719999076e-05
253,42,003,477200,4,420034772004,Block Group 4,G5030,S,1101712,0,+40.3669691,-079.9969638,0.0576008778115488,0.000116814373000016
254,42,003,477300,2,420034773002,Block Group 2,G5030,S,194186,0,+40.3668267,-079.9673165,0.0246000154353661,2.05894484998939e-05
255,42,003,472100,2,420034721002,Block Group 2,G5030,S,224350,0,+40.4004281,-080.0383815,0.0228676498376923,2.37993874999198e-05
256,42,003,472200,1,420034722001,Block Group 1,G5030,S,184525,0,+40.3945815,-080.0379085,0.0199304960332376,1.95728629999618e-05
257,42,003,472300,1,420034723001,Block Group 1,G5030,S,124961,0,+40.3942299,-080.0335719,0.0189976384204242,1.32548305000147e-05
258,42,003,472300,2,420034723002,Block Group 2,G5030,S,121355,0,+40.3923987,-080.0329660,0.0174093871721488,1.28720004999815e-05
259,42,003,472300,3,420034723003,Block Group 3,G5030,S,95931,0,+40.3905471,-080.0323114,0.0191160665349655,1.01749824999523e-05
260,42,003,472400,1,420034724001,Block Group 1,G5030,S,233690,0,+40.3893145,-080.0386212,0.0237474492527,2.47860669999253e-05
261,42,003,472400,2,420034724002,Block Group 2,G5030,S,191627,0,+40.3860713,-080.0373932,0.0217202017453013,2.03240290000176e-05
262,42,003,478100,1,420034781001,Block Group 1,G5030,S,266961,0,+40.3787550,-079.9782861,0.0269723117853292,2.83106980000422e-05
263,42,003,478100,2,420034781002,Block Group 2,G5030,S,259877,0,+40.3739729,-079.9792877,0.0305055124397377,2.75574954999556e-05
264,42,003,478100,3,420034781003,Block Group 3,G5030,S,576000,0,+40.3679395,-079.9819698,0.0401273179459526,6.10738979999628e-05
265,42,003,562400,1,420035624001,Block Group 1,G5030,S,815930,0,+40.4077090,-080.0011977,0.0482843210462312,8.65641534999099e-05
266,42,003,473100,1,420034731001,Block Group 1,G5030,S,609789,0,+40.3972055,-080.0506666,0.0386467438932713,6.46842740000021e-05
267,42,003,473100,3,420034731003,Block Group 3,G5030,S,224778,0,+40.3872728,-080.0497657,0.0233339443571649,2.38402539999721e-05
268,42,003,473100,4,420034731004,Block Group 4,G5030,S,197043,0,+40.3895327,-080.0514178,0.0241836467486141,2.08992594999274e-05
269,42,003,473100,5,420034731005,Block Group 5,G5030,S,173548,0,+40.3899695,-080.0451412,0.0207946830079997,1.84074154999488e-05
270,42,003,473200,1,420034732001,Block Group 1,G5030,S,195488,0,+40.3850100,-080.0482290,0.0245492972123421,2.07333015000265e-05
271,42,003,473200,2,420034732002,Block Group 2,G5030,S,235093,0,+40.3823781,-080.0481499,0.0250211795570547,2.49324065000258e-05
272,42,003,473200,3,420034732003,Block Group 3,G5030,S,299220,0,+40.3784446,-080.0485219,0.0269699871621868,3.17317155000039e-05
273,42,003,478100,4,420034781004,Block Group 4,G5030,S,410477,0,+40.3757606,-079.9834410,0.0434313245537996,4.35284879999925e-05
274,42,003,070900,4,420030709004,Block Group 4,G5030,S,139673,0,+40.4525514,-079.9436227,0.0158580886177032,1.48280700000611e-05
275,42,003,473300,1,420034733001,Block Group 1,G5030,S,1090835,0,+40.3855252,-080.0272271,0.0534997119167478,0.000115692305499995
276,42,003,473300,2,420034733002,Block Group 2,G5030,S,768113,0,+40.3821206,-080.0380781,0.0609580180175813,8.14606444999844e-05
277,42,003,473300,3,420034733003,Block Group 3,G5030,S,922116,0,+40.3735050,-080.0258666,0.0462351369149354,9.77808649999232e-05
278,42,003,473300,4,420034733004,Block Group 4,G5030,S,305093,0,+40.3757667,-080.0337011,0.0251556170206562,3.2353060999934e-05
279,42,003,479000,1,420034790001,Block Group 1,G5030,S,734681,0,+40.3850838,-080.0177805,0.070595385629934,7.79149799998852e-05
280,42,003,480101,1,420034801011,Block Group 1,G5030,S,451536,0,+40.3468688,-079.9906973,0.0298743960943324,4.78621964999558e-05
281,42,003,480101,2,420034801012,Block Group 2,G5030,S,676179,0,+40.3381151,-079.9879604,0.0414021040928099,7.16649184999408e-05
282,42,003,480101,3,420034801013,Block Group 3,G5030,S,387643,0,+40.3433407,-079.9788765,0.0404132198036765,4.10874940000485e-05
283,42,003,480101,4,420034801014,Block Group 4,G5030,S,779828,0,+40.3393969,-079.9777757,0.0572088823039332,8.26518199999657e-05
284,42,003,480102,1,420034801021,Block Group 1,G5030,S,601750,0,+40.3508270,-080.0069210,0.0475284884799584,6.37866610000393e-05
285,42,003,489002,1,420034890021,Block Group 1,G5030,S,378216,0,+40.3380179,-079.9693302,0.04829578310665,4.00852085001038e-05
286,42,003,564500,3,420035645003,Block Group 3,G5030,S,472413,167537,+40.2706192,-079.8961395,0.0445496439349018,6.77600515000389e-05
287,42,003,980500,1,420039805001,Block Group 1,G5030,S,1612453,8798,+40.4327243,-079.9436647,0.0595180063076974,0.000172069805499993
288,42,003,477300,3,420034773003,Block Group 3,G5030,S,663865,0,+40.3612532,-079.9717842,0.0489569993685681,7.03835430000203e-05
289,42,003,473300,5,420034733005,Block Group 5,G5030,S,209771,0,+40.3788362,-080.0322314,0.0253046090705715,2.22458415000922e-05
290,42,003,473401,1,420034734011,Block Group 1,G5030,S,411695,0,+40.3717990,-080.0374868,0.0349949316877574,4.36548030000656e-05
291,42,003,473401,2,420034734012,Block Group 2,G5030,S,175270,0,+40.3754253,-080.0412646,0.0174984891020002,1.85861999999893e-05
292,42,003,473401,3,420034734013,Block Group 3,G5030,S,336167,0,+40.3777235,-080.0455493,0.0372024758857045,3.56479830000602e-05
293,42,003,473401,4,420034734014,Block Group 4,G5030,S,604522,0,+40.3689442,-080.0459301,0.0330188754690126,6.40990159999094e-05
294,42,003,473402,1,420034734021,Block Group 1,G5030,S,471015,0,+40.3563631,-080.0473025,0.0410751917226811,4.99340489999952e-05
295,42,003,480102,2,420034801022,Block Group 2,G5030,S,464114,0,+40.3436502,-080.0010000,0.0287667356805645,4.91930649999446e-05
296,42,003,480102,3,420034801023,Block Group 3,G5030,S,628055,0,+40.3404166,-079.9942762,0.0398194583458288,6.65667025001067e-05
297,42,003,480200,3,420034802003,Block Group 3,G5030,S,651647,0,+40.3473357,-079.9671622,0.038499530170169,6.90742130000456e-05
298,42,003,561900,1,420035619001,Block Group 1,G5030,S,427931,0,+40.4729084,-079.8940156,0.0340293216455638,4.54437730000637e-05
299,42,003,473402,2,420034734022,Block Group 2,G5030,S,336843,0,+40.3656184,-080.0399564,0.0394386056246434,3.57140970001213e-05
300,42,003,473402,3,420034734023,Block Group 3,G5030,S,964678,0,+40.3585584,-080.0402155,0.0490439926194428,0.000102271879499929
301,42,003,473500,1,420034735001,Block Group 1,G5030,S,603918,0,+40.3738444,-080.0539647,0.0343763284487197,6.40393905000931e-05
302,42,003,473500,2,420034735002,Block Group 2,G5030,S,545079,0,+40.3671382,-080.0556793,0.0456197848554211,5.77948524999313e-05
303,42,003,425000,1,420034250001,Block Group 1,G5030,S,284461,0,+40.5056317,-079.9475348,0.0267127728731026,3.02229929999955e-05
304,42,003,425000,2,420034250002,Block Group 2,G5030,S,295477,0,+40.5035841,-079.9526214,0.0431298377353338,3.13921639999838e-05
305,42,003,425000,3,420034250003,Block Group 3,G5030,S,439389,0,+40.4976473,-079.9480081,0.0459739639235127,4.66773850000318e-05
306,42,003,448000,1,420034480001,Block Group 1,G5030,S,2590830,454542,+40.5658588,-080.2137679,0.0886559448418308,0.000323841657500049
307,42,003,449000,1,420034490001,Block Group 1,G5030,S,5432687,546096,+40.5556535,-080.2285609,0.118985039675633,0.000635689019000043
308,42,003,450700,1,420034507001,Block Group 1,G5030,S,1054647,43697,+40.5069259,-080.1522044,0.0487391046322437,0.000116700476000059
309,42,003,450700,2,420034507002,Block Group 2,G5030,S,1021482,0,+40.5122876,-080.1644390,0.0463639369658727,0.000108538349500116
310,42,003,425000,4,420034250004,Block Group 4,G5030,S,872380,165716,+40.4944876,-079.9440681,0.0623203138071365,0.000110272693499945
311,42,003,426300,1,420034263001,Block Group 1,G5030,S,1931271,0,+40.5447072,-079.9664808,0.0741472739131068,0.000205306122500099
312,42,003,426300,3,420034263003,Block Group 3,G5030,S,1618063,0,+40.5491266,-079.9803548,0.0592985287563745,0.000172020764499756
313,42,003,451102,1,420034511021,Block Group 1,G5030,S,2443623,274546,+40.5280775,-080.1917616,0.0958994971592056,0.000288888086000081
314,42,003,426400,1,420034264001,Block Group 1,G5030,S,1125026,0,+40.5282973,-079.9592542,0.0710065439867685,0.000119568237499967
315,42,003,426400,2,420034264002,Block Group 2,G5030,S,588304,0,+40.5194174,-079.9552763,0.0460872895368277,6.25170705001496e-05
316,42,003,426400,3,420034264003,Block Group 3,G5030,S,624917,0,+40.5096393,-079.9546412,0.0449629564056529,6.63983164999971e-05
317,42,003,426700,1,420034267001,Block Group 1,G5030,S,758731,0,+40.5040330,-079.9394423,0.0434067346943183,8.06094995001008e-05
318,42,003,459201,1,420034592011,Block Group 1,G5030,S,7641969,0,+40.4345405,-080.1039609,0.190274799696514,0.000811076601712177
319,42,003,461000,1,420034610001,Block Group 1,G5030,S,3965383,2109199,+40.5066796,-080.1138435,0.201981529908293,0.00064540170850017
320,42,003,462100,1,420034621001,Block Group 1,G5030,S,1752168,671492,+40.4834064,-080.0636798,0.0782023779504894,0.000257417905999817
321,42,003,424000,4,420034240004,Block Group 4,G5030,S,208528,0,+40.4966315,-079.9307435,0.0267442920756127,2.21520484998847e-05
322,42,003,426700,2,420034267002,Block Group 2,G5030,S,2990163,0,+40.5194884,-079.9443373,0.0796978647407982,0.000317755334499873
323,42,003,426800,1,420034268001,Block Group 1,G5030,S,1595084,0,+40.5497589,-079.9510493,0.0680737442316087,0.000169579621499804
324,42,003,427000,1,420034270001,Block Group 1,G5030,S,583212,0,+40.4895320,-079.9729662,0.0354700787393896,6.19488420000041e-05
325,42,003,427000,3,420034270003,Block Group 3,G5030,S,375525,0,+40.4813904,-079.9762165,0.0331552239529394,3.98835225000136e-05
326,42,003,455000,1,420034550001,Block Group 1,G5030,S,1215299,0,+40.4001650,-080.1871511,0.0631928333965737,0.000128920752000125
327,42,003,456004,2,420034560042,Block Group 2,G5030,S,3101725,0,+40.3235260,-080.1309934,0.0905026146567645,0.000328666478499876
328,42,003,457100,1,420034571001,Block Group 1,G5030,S,519001,2737,+40.3632491,-080.1157144,0.0366857384132358,5.53163920001334e-05
329,42,003,457100,2,420034571002,Block Group 2,G5030,S,422725,0,+40.3592371,-080.1123528,0.0408244021553175,4.48161179998897e-05
330,42,003,457200,1,420034572001,Block Group 1,G5030,S,364076,0,+40.3612580,-080.1029874,0.0363390433252029,3.85994984998766e-05
331,42,003,457200,2,420034572002,Block Group 2,G5030,S,323561,0,+40.3588093,-080.1005791,0.0297695439774064,3.43031304999785e-05
332,42,003,427200,2,420034272002,Block Group 2,G5030,S,1465308,0,+40.4986631,-079.9748120,0.0659078245780566,0.000155665815499904
333,42,003,428100,1,420034281001,Block Group 1,G5030,S,621282,0,+40.4751526,-079.9798050,0.047589114053561,6.59783675001352e-05
334,42,003,428100,2,420034281002,Block Group 2,G5030,S,298677,0,+40.4713664,-079.9830354,0.0292867915199312,3.17171829999585e-05
335,42,003,457200,3,420034572003,Block Group 3,G5030,S,874032,0,+40.3541413,-080.1003849,0.0659603108639787,9.26560555000372e-05
336,42,003,457200,4,420034572004,Block Group 4,G5030,S,335180,0,+40.3525668,-080.1074226,0.0294789906603092,3.55313734999628e-05
337,42,003,458000,1,420034580001,Block Group 1,G5030,S,1223246,0,+40.4036861,-080.1028699,0.062478686713961,0.000129769799000054
338,42,003,459101,1,420034591011,Block Group 1,G5030,S,6226296,268187,+40.4961375,-080.1399601,0.148246238046889,0.000689920196000053
339,42,003,428200,1,420034282001,Block Group 1,G5030,S,2402513,0,+40.4891821,-079.9852104,0.0820457931257047,0.000255193446000053
340,42,003,428200,2,420034282002,Block Group 2,G5030,S,2019690,0,+40.4853352,-079.9967327,0.0836259308896638,0.000214518469000225
341,42,003,429202,1,420034292021,Block Group 1,G5030,S,1183971,0,+40.5350597,-079.9929245,0.0547839412524412,0.000125845655500144
342,42,003,429300,1,420034293001,Block Group 1,G5030,S,1842267,0,+40.5477515,-080.0466590,0.0610993381778635,0.000195853155999964
343,42,003,450800,1,420034508001,Block Group 1,G5030,S,727995,299718,+40.5216308,-080.1679207,0.058485103314757,0.000109215465999869
344,42,003,450800,3,420034508003,Block Group 3,G5030,S,369952,0,+40.5156783,-080.1730306,0.0340175807631864,3.93113799998527e-05
345,42,003,401300,2,420034013002,Block Group 2,G5030,S,749456,0,+40.6250509,-079.7340261,0.0509391887709083,7.9766219500088e-05
346,42,003,564400,3,420035644003,Block Group 3,G5030,S,1891123,0,+40.3684153,-079.8110408,0.0815865855375061,0.000200519387499973
347,42,003,459201,4,420034592014,Block Group 4,G5030,S,1799881,0,+40.4537566,-080.1212039,0.07081992571219,0.000191083372499959
348,42,003,451300,2,420034513002,Block Group 2,G5030,S,1577878,0,+40.5025606,-080.1669294,0.0654441229217915,0.00016763410699997
349,42,003,564000,3,420035640003,Block Group 3,G5030,S,517344,0,+40.3716630,-080.2275655,0.044767834326664,5.48574600000766e-05
350,42,003,470501,1,420034705011,Block Group 1,G5030,S,556603,0,+40.3999705,-080.0575080,0.0358041800107903,5.90449989999484e-05
351,42,003,474102,2,420034741022,Block Group 2,G5030,S,1398250,0,+40.3282023,-080.0654575,0.0682698276972781,0.000148172273999933
352,42,003,451105,1,420034511051,Block Group 1,G5030,S,1880932,0,+40.5059920,-080.2154134,0.0611680525752718,0.000199841116000027
353,42,003,563800,5,420035638005,Block Group 5,G5030,S,1109634,349857,+40.5298121,-080.1670748,0.0558006469111439,0.000155121068999965
354,42,003,474203,3,420034742033,Block Group 3,G5030,S,2319482,0,+40.3102629,-080.0781180,0.0670781338394234,0.00024573063699993
355,42,003,524000,2,420035240002,Block Group 2,G5030,S,594546,235469,+40.5028282,-079.8442930,0.0667433375762777,8.81807250000962e-05
356,42,003,523600,3,420035236003,Block Group 3,G5030,S,1535808,0,+40.4538835,-079.8067123,0.0649707902187453,0.00016304843049995
357,42,003,484500,3,420034845003,Block Group 3,G5030,S,352788,0,+40.3853979,-079.9035072,0.0280588023462058,3.74160584999735e-05
358,42,003,562300,6,420035623006,Block Group 6,G5030,S,123592,0,+40.4097577,-079.9425942,0.0197159027910817,1.31126380000814e-05
359,42,003,562300,4,420035623004,Block Group 4,G5030,S,146181,0,+40.4063841,-079.9419511,0.0181992556505225,1.55083944999887e-05
360,42,003,406000,2,420034060002,Block Group 2,G5030,S,7071616,0,+40.6520452,-079.7361017,0.132332563196324,0.000752947469999946
361,42,003,474202,1,420034742021,Block Group 1,G5030,S,4179183,0,+40.3170580,-080.1007329,0.103012190450353,0.000442794716500089
362,42,003,401100,1,420034011001,Block Group 1,G5030,S,5826907,0,+40.6514421,-079.7176383,0.127764493510461,0.000620409164000213
363,42,003,484500,2,420034845002,Block Group 2,G5030,S,360960,0,+40.3823277,-079.8999117,0.0288026771475606,3.8280842999979e-05
364,42,003,261400,3,420032614003,Block Group 3,G5030,S,222270,0,+40.4679547,-080.0114593,0.0228015420991299,2.36021215000364e-05
365,42,003,192000,2,420031920002,Block Group 2,G5030,S,246359,0,+40.4016214,-080.0253551,0.0253788117876631,2.61345729999338e-05
366,42,003,151700,6,420031517006,Block Group 6,G5030,S,200376,0,+40.4254083,-079.9318638,0.0191339847372255,2.12639054999794e-05
367,42,003,141400,2,420031414002,Block Group 2,G5030,S,173645,0,+40.4243851,-079.9207306,0.0276077573357769,1.84270495000313e-05
368,42,003,468900,2,420034689002,Block Group 2,G5030,S,717994,0,+40.4020358,-080.0757188,0.0546355836333822,7.61676630000746e-05
369,42,003,476100,5,420034761005,Block Group 5,G5030,S,453324,0,+40.3582953,-080.0326230,0.0291340571459995,4.805944300002e-05
370,42,003,473602,4,420034736024,Block Group 4,G5030,S,456511,0,+40.3754547,-080.0760457,0.0382576083185754,4.84096870000986e-05
371,42,003,480300,3,420034803003,Block Group 3,G5030,S,239590,0,+40.3877008,-079.9720843,0.0212634205761946,2.54114925000482e-05
372,42,003,484300,1,420034843001,Block Group 1,G5030,S,1550322,229596,+40.3989095,-079.8983520,0.106647036419975,0.000188833007500205
373,42,003,489001,1,420034890011,Block Group 1,G5030,S,348231,0,+40.3411840,-079.9606904,0.0368104925376752,3.69087995000481e-05
374,42,003,490004,2,420034900042,Block Group 2,G5030,S,4169637,0,+40.2855716,-079.9732121,0.122818845019901,0.000441580423000208
375,42,003,495000,2,420034950002,Block Group 2,G5030,S,19418355,441561,+40.2063568,-079.8746618,0.227796807143196,0.00210105541049959
376,42,003,496102,1,420034961021,Block Group 1,G5030,S,6937609,51977,+40.2521724,-079.8671379,0.147100603008457,0.000739932294500084
377,42,003,498000,2,420034980002,Block Group 2,G5030,S,2459909,0,+40.3245632,-079.8638781,0.104904527568186,0.000260662186499929
378,42,003,521100,3,420035211003,Block Group 3,G5030,S,2613377,0,+40.4514470,-079.7821560,0.135177500487545,0.000277433612000107
379,42,003,521301,3,420035213013,Block Group 3,G5030,S,3282989,0,+40.4152827,-079.7664944,0.103318063136257,0.000348339935499919
380,42,003,521302,3,420035213023,Block Group 3,G5030,S,3525606,7654,+40.4186816,-079.7845740,0.115619224599184,0.000374915928499919
381,42,003,468900,3,420034689003,Block Group 3,G5030,S,333190,0,+40.4033864,-080.0851623,0.0277546299329664,3.53467985000788e-05
382,42,003,469000,2,420034690002,Block Group 2,G5030,S,2071264,0,+40.4124565,-080.0553025,0.0643330946989387,0.000219758480499891
383,42,003,476100,3,420034761003,Block Group 3,G5030,S,544065,0,+40.3677105,-080.0201968,0.0344099614409979,5.7687351500095e-05
384,42,003,476100,4,420034761004,Block Group 4,G5030,S,616646,0,+40.3660815,-080.0309273,0.0387363351586706,6.53820539999735e-05
385,42,003,476200,1,420034762001,Block Group 1,G5030,S,316114,0,+40.3717117,-080.0051562,0.0249802345728351,3.35199709999495e-05
386,42,003,476200,2,420034762002,Block Group 2,G5030,S,857624,0,+40.3648457,-080.0122490,0.0602188310536474,9.09310205000228e-05
387,42,003,521402,1,420035214021,Block Group 1,G5030,S,1945539,0,+40.3990363,-079.7559216,0.082600476401541,0.000206381458000093
388,42,003,523100,1,420035231001,Block Group 1,G5030,S,4064732,288443,+40.4780376,-079.8737197,0.11692406104289,0.000462313193000184
389,42,003,523200,1,420035232001,Block Group 1,G5030,S,1651731,0,+40.4671240,-079.8546361,0.0720019811570402,0.00017538945300007
390,42,003,523702,1,420035237021,Block Group 1,G5030,S,3314004,0,+40.4966593,-079.8021929,0.145825327804418,0.000352050464500027
391,42,003,523702,4,420035237024,Block Group 4,G5030,S,294457,0,+40.4934644,-079.7939965,0.0261660155474045,3.12789890000548e-05
392,42,003,526101,1,420035261011,Block Group 1,G5030,S,4701032,0,+40.5418349,-079.7436605,0.114222407714794,0.000499727337499955
393,42,003,526101,2,420035261012,Block Group 2,G5030,S,23782184,979252,+40.5146075,-079.7689988,0.485157499469953,0.00263136383650029
394,42,003,526201,2,420035262012,Block Group 2,G5030,S,4395859,0,+40.4861014,-079.7537036,0.102011381900359,0.000466904862999835
395,42,003,551300,2,420035513002,Block Group 2,G5030,S,2817778,29848,+40.3288657,-079.8242235,0.0983121900303352,0.000301764296000152
396,42,003,524000,3,420035240003,Block Group 3,G5030,S,500764,0,+40.5090585,-079.8388239,0.0393850641303817,5.32063834999203e-05
397,42,003,560500,2,420035605002,Block Group 2,G5030,S,272803,0,+40.4366060,-079.8909935,0.027523129339555,2.89545525000456e-05
398,42,003,010300,1,420030103001,Block Group 1,G5030,S,291362,235982,+40.4340503,-079.9864299,0.0521973348030717,5.59696544999698e-05
399,42,003,020100,1,420030201001,Block Group 1,G5030,S,435122,249581,+40.4396954,-080.0061777,0.0461211703340529,7.26756809998305e-05
400,42,003,020100,2,420030201002,Block Group 2,G5030,S,183614,82275,+40.4429700,-080.0038877,0.0251829653632674,2.82236039999781e-05
401,42,003,480400,3,420034804003,Block Group 3,G5030,S,768840,0,+40.3823377,-079.9619502,0.0475429059924564,8.15382170000639e-05
402,42,003,481000,1,420034810001,Block Group 1,G5030,S,212674,0,+40.4158850,-079.9851540,0.0208644557617808,2.25661079999251e-05
403,42,003,481000,2,420034810002,Block Group 2,G5030,S,211453,0,+40.4120501,-079.9841274,0.0264498370693684,2.24350480000018e-05
404,42,003,481000,3,420034810003,Block Group 3,G5030,S,195225,0,+40.4100338,-079.9884063,0.0221672543266959,2.07127635e-05
405,42,003,481000,4,420034810004,Block Group 4,G5030,S,260028,0,+40.4077982,-079.9851751,0.0295321024589995,2.75873905001148e-05
406,42,003,020100,3,420030201003,Block Group 3,G5030,S,165318,0,+40.4413687,-079.9991048,0.0212687597623704,1.75477869999845e-05
407,42,003,040200,2,420030402002,Block Group 2,G5030,S,282677,0,+40.4412437,-079.9626108,0.0257776331400981,3.00046180000129e-05
408,42,003,040400,1,420030404001,Block Group 1,G5030,S,75209,0,+40.4458364,-079.9483969,0.0122362105531752,7.98361349998756e-06
